Spring 2020,,
College Name,Page Number,
College of Arts and Sciences,1,
College of Engineering and Applied Sciences,103,
"College of Media, Communication and Information",130,
College of Music,142,
Cross-College Programs,159,
Leeds School of Business,162,
Program in Environmental Design,173,
School of Education,175,
School of Law,180,
Note ,,
"This listing was prepared on the basis of the best information available as of November 5, 2019. All information is subject to",,
change.,,
Office of the Registrar,Spring 2020,University of Colorado Boulder
~University of,,Colorado,,Boulder,,Schedule of Classes for Spring 2020,,,,,,,,
College of Arts and Sciences,,,,,,,,,,,,,,
Woodbury 109,,,,,303-492-7885,,,,,,,,,
http://artsandsciences.colorado.edu/,,,,,,,,,,,,,,
Anthropology,,,,,,,,,,,,,,
Hale 350,,,,,303-492-2547,,,,,,,,,
http://www.colorado.edu/Anthropology/,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
PMU,4646,800,B,30144,2-4,Saxophone,STU,03:30 PM - 04:20 PM,TH,See Class Notes For,"Myer,Tom R",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4656,800,B,30148,2-4,Double Bass,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Erhard,Paul Martin",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4666,800,B,30153,2-4,Trombone,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Stanley,William J",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4676,800,B,30157,2-4,Trumpet,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Gardner,Ryan",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4686,800,B,30161,2-4,Tuba,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Dunn,James M",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4696,800,B,30165,2-4,Viola,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Eckert,Erika L",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4706,800,B,30172,2-4,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Rhodes,Harumi B",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4706,801,B,30173,2-4,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Wetherbee,Charles Tyler",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4706,802,B,30431,2-4,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Schranz,Karoly",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4706,803,B,30519,2-4,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Sim,Claude",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4716,800,B,30177,2-4,Violoncello,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Requiro,David",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4726,800,B,30204,2-4,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Bird-Arvidsson,Jennifer",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4726,801,B,30205,2-4,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Chellis,Matthew Wren",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4726,802,B,30206,2-4,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Nims,Abigail Andrews",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4726,803,B,30207,2-4,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Seesholtz,John",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4726,804,B,30208,2-4,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Garland,Andrew B",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4726,810,B,37630,2-4,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Barber,Sarah Elizabeth",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,4806,800,B,30212,2-4,Jazz Piano,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Jenkins,Jeffrey C",15,Main Campus
PMU,4816,800,B,30218,2-4,Jazz Bass,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Barbosa,Eduardo Da Silva",15,Main Campus
PMU,4826,800,B,30224,2-4,Jazz Drum Set,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Romaine,Paul Christian",15,Main Campus
PMU,4846,800,B,30230,2-4,Jazz Guitar,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Corbus,David Allen",15,Main Campus
PMU,4856,800,B,30236,2-4,Jazz Trumpet,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Goode,Bradley M.",15,Main Campus
PMU,4866,800,B,30242,2-4,Jazz Trombone,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"McKee,Paul",15,Main Campus
PMU,4876,800,B,30248,2-4,Jazz Saxophone,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Gunther,John G",15,Main Campus
Page 153 of 180,,,,,,,,Spring 2020,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
PMU,1516,801,BM9,38463,2,Clarinet,STU,-,,Continuing Ed Music,,"Hogelin,Annaka Morgan",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1526,801,BM9,38464,2,Composition,STU,-,,Continuing Ed Music,,"Allen,John Clay",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1526,802,BM9,38465,2,Composition,STU,-,,Continuing Ed Music,,"Winters,Sean",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1556,801,BM9,38466,2,Flute,STU,-,,Continuing Ed Music,,"Smith,Theven Brice",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1566,801,BM9,38467,2,Guitar,STU,-,,Continuing Ed Music,,"Trump,Harry",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1566,802,BM9,38468,2,Guitar,STU,-,,Continuing Ed Music,"Mondzac,Maximilian Benjamin",,10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1606,801,BM9,38469,2,Oboe,STU,-,,Continuing Ed Music,,"Bonner,Brittany",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1626,801,BM9,38470,2,Percussion,STU,-,,Continuing Ed Music,,"Grossman,Andrew",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1636,801,BM9,38471,2,Piano,STU,-,,Continuing Ed Music,,"Jenkins,Jeffrey C",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1636,802,BM9,38472,2,Piano,STU,-,,Continuing Ed Music,,"Wietrzynska,Maria",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1646,801,BM9,38473,2,Saxophone,STU,-,,Continuing Ed Music,,"Meier,Michael Thomas",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1656,801,BM9,38474,2,Double Bass,STU,-,,Continuing Ed Music,,"Gilsdorf,Noah Christopher",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1666,801,BM9,38475,2,Trombone,STU,-,,Continuing Ed Music,,,10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1676,801,BM9,38487,2,Trumpet,STU,-,,Continuing Ed Music,,"Spencer,Ryan",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1696,801,BM9,38488,2,Viola,STU,-,,Continuing Ed Music,,"Sclar,Conrad",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1706,801,BM9,38489,2,Violin,STU,-,,Continuing Ed Music,,"Jacobsen,Ryan Michael",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1716,801,BM9,38490,2,Violoncello,STU,-,,Continuing Ed Music,,"Barnard,Charles",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1726,801,BM9,38491,2,Voice,STU,-,,Continuing Ed Music,,"Taylor,Andrew",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1736,801,BM9,38492,2,Mandolin,LEC,-,,Continuing Ed Music,,"Trump,Harry",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1736,802,BM9,38493,2,Mandolin,LEC,-,,Continuing Ed Music,,"Trump,Harry",10,Continuing Education
,,,,,,,,,,Lesson,,,,
PMU,1776,801,BM9,38494,2,Elect Bass,LEC,-,,Continuing Ed Music,,"Gilsdorf,Noah Christopher",10,Continuing Education
,,,,,,,,,,Lesson,,,,
Graduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
PMU,5147,1,B,30465,2,Opera Theater 2,MLS,01:00 PM - 01:50 PM,MW,MUS N1B95D,,"Holman,Leigh Karen",25,Main Campus
PMU,5157,1,B,30359,1-3,Opera Theatre Practicum,PRA,04:00 PM - 06:00 PM,TWTH,MUS N1B95D,,"Holman,Leigh Karen",20,Main Campus
PMU,5157,1,B,30359,1-3,Opera Theatre Practicum,PRA,07:00 PM - 10:00 PM,MTTF,MUS N1B95D,,"Carthy,Nicholas R.",20,Main Campus
PMU,5157,1,B,30359,1-3,Opera Theatre Practicum,PRA,07:00 PM - 10:00 PM,MTTF,MUS N1B95D,,"Holman,Leigh Karen",20,Main Campus
PMU,5157,1,B,30359,1-3,Opera Theatre Practicum,PRA,04:00 PM - 06:00 PM,TWTH,MUS N1B95D,,"Carthy,Nicholas R.",20,Main Campus
PMU,5497,1,B,30533,1-2,Vocal Repertoire Coaching,LEC,11:00 AM - 11:50 AM,MW,MUS N180D,,"Moteki,Mutsumi",12,Main Campus
PMU,5497,2,B,30048,1-2,Vocal Repertoire Coaching,LEC,-,TBA,See Academc Dept,,"Moteki,Mutsumi",6,Main Campus
,,,,,,,,,,For Room Info,,,,
Page 154 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,
PMU,5497,3,B,30049,1-2, Vocal Repertoire Coaching,LEC,-,TBA,See Academc Dept,"Reger,Jeremy J",6, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5506,1,B,30439,2-3,Bassoon,STU, 03:30 PM - 04:20 PM,TH,See Class Notes For,"Ishikawa,Yoshiyuki",25, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5516,1,B,30440,2-3,Clarinet,STU, 03:30 PM - 04:20 PM,TH,See Class Notes For,"Silver,Daniel S",25, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5526,1,B,30078,2-3,Composition,STU, 02:00 PM - 03:50 PM,W,MCKY 213,"Pann,Carter N",15, Main Campus
PMU,5526,2,B,30079,2-3,Composition,STU, 02:00 PM - 03:50 PM,W,MCKY 213,,15, Main Campus
PMU,5526,3,B,30080,2-3,Composition,STU, 02:00 PM - 03:50 PM,W,MCKY 213,"Theodore,Michael R",15, Main Campus
PMU,5526,4,B,30081,2-3,Composition,STU, 02:00 PM - 03:50 PM,W,MCKY 213," Drumheller III,John Earl",15, Main Campus
PMU,5526,5,B,30484,2-3,Composition,STU, 02:00 PM - 03:50 PM,W,MCKY 213,"Nytch,Jeffrey",15, Main Campus
PMU,5526,6,B,30485,2-3,Composition,STU, 02:00 PM - 03:50 PM,W,MCKY 213,"Biggs,Betsey",15, Main Campus
PMU,5536,1,B,30050,2-4, Intermed Conducting,STU,-,TBA,See Academc Dept,"Lewis,Gary Joe",5, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5536,2,B,30051,2-4, Intermed Conducting,STU,-,TBA,See Academc Dept,"Gentry,Gregory Reid",5, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5536,3,B,30052,2-4, Intermed Conducting,STU,-,TBA,See Academc Dept,"Dockendorf,Matthew Paul",5, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5536,4,B,30340,2-4, Intermed Conducting,STU,- 12:50 AM,TBA,See Academc Dept," McKinney,Donald J",5, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5536,5,B,30361,2-4, Intermed Conducting,STU,-,TBA,See Academc Dept," Swanson,Elizabeth Kay",5, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5546,1,B,30387,2-3,Euphonium,STU, 03:30 PM - 04:20 PM,T,See Class Notes For,"Dunn,James M",25, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5556,1,B,30441,2-3,Flute,STU, 03:30 PM - 04:20 PM,TH,See Class Notes For," Jennings,Christina A",25, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5566,1,B,30422,2-3,Guitar,STU, 03:00 PM - 03:50 PM,M,See Class Notes For,"Spera,Nicolo Ruggero Ferruccio",25, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5576,1,B,30098,2-3,Harp,STU, 03:00 PM - 03:50 PM,M,See Class Notes For," Harriman,Janet Kay",5, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5586,1,B,30406,2-3,Harpsichord,STU,-,TBA,See Academc Dept,,10, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5596,1,B,30388,2-3,Horn,STU, 03:30 PM - 04:20 PM,T,See Class Notes For,"Thornton,Michael Robert",25, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5606,1,B,30443,2-3,Oboe,STU, 03:30 PM - 04:20 PM,TH,See Class Notes For,"Cooper,Peter W.",25, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5616,1,B,30408,2-3,Organ,STU,-,TBA,MCKY 213,,10, Main Campus
PMU,5626,1,B,30390,2-3,Percussion,STU, 03:30 PM - 04:20 PM,T,See Class Notes For,"Walter,Douglas William",25, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5636,1,B,30410,2-3,Piano,STU, 02:00 PM - 02:50 PM,M,See Class Notes For," Cremaschi,Alejandro M",10, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5636,2,B,30412,2-3,Piano,STU, 02:00 PM - 02:50 PM,M,See Class Notes For,"Korevaar,David J",10, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5636,3,B,30413,2-3,Piano,STU, 02:00 PM - 02:50 PM,M,See Class Notes For,"Hayghe,Jennifer C",10, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5636,4,B,30414,2-3,Piano,STU, 02:00 PM - 02:50 PM,M,See Class Notes For,"Cooperstock,Andrew B",10, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5636,5,B,30415,2-3,Piano,STU, 04:00 PM - 05:50 PM,M,See Academc Dept," Mc Donald,Margaret Mary",10, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5636,5,B,30415,2-3,Piano,STU, 04:00 PM - 05:50 PM,M,See Academc Dept,"Nguyen,Alexandra",10, Main Campus
,,,,,,,,,, For Room Info,,,
PMU,5636,6,B,30416,2-3,Piano,STU, 02:00 PM - 02:50 PM,M,See Class Notes For,"Sher,Daniel P",10, Main Campus
,,,,,,,,,, Room Info,,,
PMU,5646,1,B,30447,2-3,Saxophone,STU, 03:30 PM - 04:20 PM,TH,See Class Notes For,"Myer,Tom R",25, Main Campus
,,,,,,,,,, Room Info,,,
Page 155 of 180,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,
PMU,5656,1,B,30425,2-3,Double Bass,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Erhard,Paul Martin",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5666,1,B,30392,2-3,Trombone,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Stanley,William J",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5676,1,B,30394,2-3,Trumpet,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Gardner,Ryan",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5686,1,B,30396,2-3,Tuba,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Dunn,James M",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5696,1,B,30426,2-3,Viola,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Eckert,Erika L",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5706,1,B,30432,2-3,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Rhodes,Harumi B",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5706,2,B,30433,2-3,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Wetherbee,Charles Tyler",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5706,3,B,30434,2-3,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Schranz,Karoly",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5706,4,B,30521,2-3,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Sim,Claude",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5716,1,B,30178,2-3,Violoncello,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Requiro,David",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5726,1,B,30455,2-3,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Bird-Arvidsson,Jennifer",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5726,2,B,30456,2-3,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Chellis,Matthew Wren",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5726,3,B,30457,2-3,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Nims,Abigail Andrews",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5726,4,B,30458,2-3,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Seesholtz,John",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5726,5,B,30459,2-3,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Garland,Andrew B",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5726,6,B,37631,2-3,Voice,STU,03:00 PM - 03:50 PM,W,See Class Notes For,"Barber,Sarah Elizabeth",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,5806,1,B,30213,1-2,Jazz Piano,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Jenkins,Jeffrey C",15,Main Campus
PMU,5816,1,B,30219,1-2,Jazz Bass,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Barbosa,Eduardo Da Silva",15,Main Campus
PMU,5826,1,B,30225,1-2,Jazz Drum Set,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Romaine,Paul Christian",15,Main Campus
PMU,5846,1,B,30231,1-2,Jazz Guitar,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Corbus,David Allen",15,Main Campus
PMU,5856,1,B,30237,1-2,Jazz Trumpet,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Goode,Bradley M.",15,Main Campus
PMU,5866,1,B,30243,1-2,Jazz Trombone,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"McKee,Paul",15,Main Campus
PMU,5876,1,B,30249,1-2,Jazz Saxophone,STU,11:00 AM - 11:50 AM,TH,MCKY 1B03B,"Gunther,John G",15,Main Campus
PMU,6506,1,B,30060,2-3,Bassoon,STU,03:30 PM - 04:20 PM,TH,See Class Notes For,"Ishikawa,Yoshiyuki",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6516,1,B,30065,2-3,Clarinet,STU,03:30 PM - 04:20 PM,TH,See Class Notes For,"Silver,Daniel S",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6536,1,B,30053,2-4,Adv Conducting,STU,-,TBA,See Academc Dept,"Lewis,Gary Joe",5,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6536,2,B,30054,2-4,Adv Conducting,STU,-,TBA,See Academc Dept,"Gentry,Gregory Reid",5,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6536,3,B,30055,2-4,Adv Conducting,STU,-,TBA,See Academc Dept,"Dockendorf,Matthew Paul",5,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6536,4,B,30341,2-4,Adv Conducting,STU,- 12:50 AM,TBA,See Academc Dept,"McKinney,Donald J",5,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6536,5,B,30362,2-4,Adv Conducting,STU,-,TBA,See Academc Dept,"Swanson,Elizabeth Kay",5,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6546,1,B,30086,2-3,Euphonium,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Dunn,James M",25,Main Campus
,,,,,,,,,,Room Info,,,
Page 156 of 180,,,,,,,,Spring 2020,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,
PMU,6556,1,B,30442,2-3,Flute,STU,03:30 PM - 04:20 PM,TH,See Class Notes For,"Jennings,Christina A",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6566,1,B,30423,2-3,Guitar,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Spera,Nicolo Ruggero Ferruccio",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6576,1,B,30099,2-3,Harp,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Harriman,Janet Kay",5,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6586,1,B,30407,2-4,Harpsichord,STU,-,TBA,See Academc Dept,,10,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6596,1,B,30389,2-3,Horn,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Thornton,Michael Robert",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6606,1,B,30445,2-3,Oboe,STU,03:30 PM - 04:20 PM,TH,See Class Notes For,"Cooper,Peter W.",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6616,1,B,30409,2-3,Organ,STU,-,TBA,MCKY 213,,10,Main Campus
PMU,6626,1,B,30391,2-3,Percussion,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Walter,Douglas William",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6636,1,B,30411,2-3,Piano,STU,02:00 PM - 02:50 PM,M,See Class Notes For,"Cremaschi,Alejandro M",20,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6636,2,B,30417,2-3,Piano,STU,02:00 PM - 02:50 PM,M,See Class Notes For,"Korevaar,David J",20,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6636,3,B,30418,2-3,Piano,STU,02:00 PM - 02:50 PM,M,See Class Notes For,"Hayghe,Jennifer C",20,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6636,4,B,30419,2-3,Piano,STU,02:00 PM - 02:50 PM,M,See Class Notes For,"Cooperstock,Andrew B",20,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6636,5,B,30420,2-3,Piano,STU,04:00 PM - 05:50 PM,M,See Academc Dept,"Mc Donald,Margaret Mary",10,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6636,5,B,30420,2-3,Piano,STU,04:00 PM - 05:50 PM,M,See Academc Dept,"Nguyen,Alexandra",10,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6636,6,B,30421,2-3,Piano,STU,02:00 PM - 02:50 PM,M,See Class Notes For,"Sher,Daniel P",20,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6636,7,B,37516,2-3,Piano,STU,04:00 PM - 05:50 PM,M,See Academc Dept,"Moteki,Mutsumi",10,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6636,7,B,37516,2-3,Piano,STU,04:00 PM - 05:50 PM,M,See Academc Dept,"Reger,Jeremy J",10,Main Campus
,,,,,,,,,,For Room Info,,,
PMU,6646,1,B,30448,2-3,Saxophone,STU,03:30 PM - 04:20 PM,TH,See Class Notes For,"Myer,Tom R",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6656,1,B,30149,2-3,Double Bass,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Erhard,Paul Martin",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6666,1,B,30393,2-3,Trombone,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Stanley,William J",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6676,1,B,30395,2-3,Trumpet,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Gardner,Ryan",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6686,1,B,30397,2-3,Tuba,STU,03:30 PM - 04:20 PM,T,See Class Notes For,"Dunn,James M",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6696,1,B,30427,2-3,Viola,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Eckert,Erika L",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6706,1,B,30435,2-3,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Rhodes,Harumi B",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6706,2,B,30436,2-3,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Wetherbee,Charles Tyler",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6706,3,B,30437,2-3,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Schranz,Karoly",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6706,4,B,30523,2-3,Violin,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Sim,Claude",25,Main Campus
,,,,,,,,,,Room Info,,,
PMU,6716,1,B,30438,2-3,Violoncello,STU,03:00 PM - 03:50 PM,M,See Class Notes For,"Requiro,David",25,Main Campus
,,,,,,,,,,Room Info,,,
Page 157 of 180,,,,,,,,Spring 2020,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
PMU,6726,1,B,30460,2-3,Voice,STU, 03:00 PM - 03:50 PM,W,See Class Notes For,,"Bird-Arvidsson,Jennifer",25, Main Campus
,,,,,,,,,,, Room Info,,,
PMU,6726,2,B,30461,2-3,Voice,STU, 03:00 PM - 03:50 PM,W,See Class Notes For,,"Chellis,Matthew Wren",25, Main Campus
,,,,,,,,,,, Room Info,,,
PMU,6726,3,B,30462,2-3,Voice,STU, 03:00 PM - 03:50 PM,W,See Class Notes For,,"Nims,Abigail Andrews",25, Main Campus
,,,,,,,,,,, Room Info,,,
PMU,6726,4,B,30463,2-3,Voice,STU, 03:00 PM - 03:50 PM,W,See Class Notes For,,"Seesholtz,John",25, Main Campus
,,,,,,,,,,, Room Info,,,
PMU,6726,5,B,30464,2-3,Voice,STU, 03:00 PM - 03:50 PM,W,See Class Notes For,,"Garland,Andrew B",25, Main Campus
,,,,,,,,,,, Room Info,,,
PMU,6726,6,B,37632,2-3,Voice,STU, 03:00 PM - 03:50 PM,W,See Class Notes For,,"Barber,Sarah Elizabeth",25, Main Campus
,,,,,,,,,,, Room Info,,,
PMU,6806,1,B,30214,1-2, Jazz Piano,STU, 11:00 AM - 11:50 AM,TH,MCKY 1B03B,," Jenkins,Jeffrey C",15, Main Campus
PMU,6816,1,B,30220,1-2, Jazz Bass,STU, 11:00 AM - 11:50 AM,TH,MCKY 1B03B,,"Barbosa,Eduardo Da Silva",15, Main Campus
PMU,6826,1,B,30226,1-2,Jazz Drum Set,STU, 11:00 AM - 11:50 AM,TH,MCKY 1B03B,," Romaine,Paul Christian",15, Main Campus
PMU,6846,1,B,30232,1-2, Jazz Guitar,STU, 11:00 AM - 11:50 AM,TH,MCKY 1B03B,," Corbus,David Allen",15, Main Campus
